,Business_Name,Business_Address,Business_ReviewCount,Business_Rating,Business_Photos_Count,Business_Timings,Business_Claim_status,Customer_Name,Customer_Friends_count,Customer_Reviews_count,Customer_Photos_count,Customer_Elite,Customer_Elite_Year,Customer_Rating,Customer_Review,Customer_Review_Date,Customer_Review_Uploaded_Photos,Customer_Review_Useful,Customer_Review_Funny,Customer_Review_Cool,Business_response_By,Business_response_Date,Business_Response_for_Review,Business_Response
0,Woods Plumbing & Sewer Service,"1029 East Campbell StEdmond, OK 73034",3,4,,8:00 AM - 4:30 PM,,Susan J.,0,5,0,No,0,5,So glad I found this company. They are family owned and take pride in their work. Best of all they come out when they tell you and get the job done right!,8/2/2018,0,0,0,0,,,,0
1,Woods Plumbing & Sewer Service,"1029 East Campbell StEdmond, OK 73034",3,4,,8:00 AM - 4:30 PM,,Michael R.,1,7,0,No,0,2,"Disappointing. A very simple fix was required: replace a shut off valve to the dishwasher. Woods was recommended to me by our regular plumber because he was too busy to get out to us. It is no wonder why Woods had the time. He spent five minutes under the sink and charged me $132 for the repair. Parts were $12. I am planning to have a gas line moved to the kitchen, which my regular plumber does not do. His quote was 35% higher than any other natural gas certified plumber I've had out. This was the first time and the last time I will use Woods.The work provided was quality work. However, it was a simple fix, so I cannot vouch for his capabilities on anything more difficult.",7/27/2019,0,0,0,0,,,,0
2,Woods Plumbing & Sewer Service,"1029 East Campbell StEdmond, OK 73034",3,4,,8:00 AM - 4:30 PM,,Sarah H.,3,4,0,No,0,5,Wonderful. They get the job done correctly the first time and they are professional and friendly. I will never use anyone else.,7/28/2015,First,0,1,0,,,,0
0,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Alea P.,103,23,1,No,0,5,"Jonathan was here within the time frame given, quickly solved our problem, and was very courteous and informative to boot! Called out to fix a clogged kitchen sink with American Home Warranty in Tulsa. Thank you!!!",9/17/2019,0,0,0,0,,,,0
1,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Ashley H.,187,49,33,Yes,'2021,1,"Over priced and dishonest company. Disappointed in my experience with them from the ""office"" that schedules to the tech who came to my house. Fees on top of fees on top of fees. I was quoted a price for 5 different items and they only completed 3 of the items but still charged me the full quote AND informed me there would be additional charges for them to come back out and fix the other items. Oh and the tech told me I needed to order the necessary parts...thats why I hired a plumber in the first place. Really frustrating to feel swindled. Also, they charged my card and still have not sent a receipt or an invoice so I can't even see what services they documented as providing.",1/4/2020,2,3,0,0,,,,0
2,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Kasim P.,0,4,3,No,0,1,"I cannot express how disappointed I am with this company.  As a homeowner, I have frequently had to deal with companies being dishonest and presenting false information. Recently I requested a service appointment through America Home Shield.  On 17 Nov 20, they sent out a plumber from a company called Plumb Genius.  The technician's name was Jareed.  Upon arriving, the technician assessed and informed us that the leaks were missing parts, and it would be a $165 additional charge, and he was prepared to accept that payment over the phone.  I asked what the exact amount was for and he informed me it was to rebuild the plumbing and replace missing parts and labor.   I requested a statement work of work and a detailed invoice to ensure I could not be overcharged and support his quote.  Jareed informed me that his company charges a flat fee and would not provide a statement of work nor a detailed invoice. Also, he went on tell me that AHS only pays for the diagnosis. I immediately told him to cease any work, and that I would contact my home warranty provider to express my concerns.  When we called Jareed, he informed us that he spoke with the home warranty company and resolved it.  Shortly after, we received notice from AHS that the plumber filed a claim, and we would still have to come out of pocket $165.We informed the home warranty company.  They were no missing part, and no rebuild was done, and in fact, the plumber merely replaced some washers.  Even the home warranty company was unable to tell us what added up the $165.  So apparently, Jareed filed false information in the claim to American Home Shield. Sadly, we cannot have an honest contractor doing honest work.  I can tell you to avoid those five ratings on the Plumb Genius google reviews. This company is dishonest and only looking to cheat their customers.",11/19/2020,1,0,0,0,,,,0
3,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Daniella S.,165,12,4,No,0,1,"I placed a request through my home warranty company Saturday. I then called first thing Sunday morning to see how quick someone could come out to help me with my water heater. Their answer machine specIfically said if I had a home warranty they would call back the next business day. So because I have a home warranty I get pushed back. So Monday afternoon Danny comes and looks at my water heater and instantly says yes you need one and talked to me like I knew codes and what was required. I said I know absolutely nothing about any of it. He said well water heaters and bigger now so you need a wider opening. He also said it would look nice if I redId the closer it was in. So since he said they didn't do that stuff  I paid someone else to come out and do the 22"" widening. They come back the next day with a different service person Jerred, he then says they can't install because I didn't do what DannY said. I was extremely upset, he apologized and explained why. So he said for another 250$ I could have a skinny  tank put it. I was desperate... I haven't had hot water since Saturday and have a child.. it would  also cost me more to have someone come out to make more adjustments to the closet. So 900$ later and a 6 hour install later (with a warranty) I have water. I also paid over 100$ for an inspection that I was told would be set up the next day. I never got a call... it's been over 2 days. It really sucks this is the only company I have to chose since I have the warranty. I had a friend who just had one places and needed code upgrades as well and it cost him the same without  a warranty. Guess I'll be  canceling my warranty It's now 5/19/2020 I am still waiting on my permit. The company told me they were on hold because the city quit going into homes. I called the city and spoke to Ashley and she stated they never stopped doing inspections. I am now filling a complaint with the BBB. This is beyond ridiculous!",5/19/2020Updated review,1,0,0,0,,,,0
4,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Tom A.,0,5,0,No,0,1,Had them come out to replace jacuzzi pump upstairs . They had replaced the pump a few yrs prior and it took them two trips for to a leak created when they replaced pump. Well guess what it leaked again after they replaced it into my ceiling ! Also it took them three trips to fix leak this time. Each time it leaked into my ceiling . Also they charged me for some modification to fix leak and stillCouldn't get it done right ???   Definitely would t use them !,10/6/2020,0,0,0,0,,,,0
5,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Betsy B.,0,4,1,No,0,1,"This company was assigned to me by American Home Shield. They wouldn't call me, so I managed to contact them after several tries. I left several messages before finally reaching them. I had 3 clogs, 2 in the bathroom. They unclogged the worst one nicely, but that was all I ever got out of Plumb Genius. I stupidly hired them to give me an estimate on the underground pipes with a camera. My plan was to use the pictures to get an additional estimate. I was told beforehand that I would get the pictures because I will have paid for them. When the technician came out he did something in my back yard. I don't know what. He said I would have to pay to get the pictures he took off his thumb drive. I asked if he could just email them. He said he guessed so. I waited a few days and nothing. I called to ask when I could get the estimate and was told they were waiting for something from the city. I was finally given three pictures. One of my bathroom sink (?!?) and two of the outside of my house. Nothing underground. I never got an estimate and they wouldn't give me back my $275. It was more than just a ripoff. I had to pick at least one star to post the review. They did not earn it.",9/12/2020,0,0,0,0,,,,0
6,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Lesli V.,86,16,42,No,0,1,"I Give Cody my Technician 10 stars --He was amazing- fast -Courteous- worked clean -explained everything clearly etc. --the reason for the 2 stars is the woman answering the phone, Monday the 16th, around 10 am (Liz I believe)I had contacted plumb genius via America home shield re my water heater not lighting. Cody arrived as scheduled Sat the 14th --Got right to work, discovered the issue --But was very apologetic as the store with the needed replacement part did not open until Monday. But he cleaned out the water heater base, cleaned up the broken part and said hopefully it would hold until Monday when he would return and replace it. He also showed me how to relight it In case it went out again.  It did after relighting it once Sunday it wouldn't any more.  By this time we had been almost 2 weeks with No hot water as it is not easy getting the appointment with America home shield ( another review)SO Monday comes about 10 am I call to see when Cody will return and I was VERY RUDELY Told The technicians DO NOT make the schedule and he had no right Telling me when he was coming back - she said besides the ticket is closed -- I tried to explain that we were going on 2 weeks with no hot water and he Did Not have the correct part on Saturday ... She was very Curt and stressed again with a Lot of indignation that he had no Right telling me he would come back SHE does the scheduling!!! And her words"" I am much too swamped to discuss this until Thursday or Friday"" AND SHE HUNG UP ON ME!!I contacted America Home Shield to request another plumber but was informed I had no choice but to wait on Plumb Genius. Cody came back today and replaced the part - he once again was great I'd 100 percent Recommended Cody -- But not Plumb Genius at all... If a company ( phone answering Scheduler Liz ) is that anal regarding her authority over the Technicians VS the Customers need ( IE 2 weeks with No Hot water ) just to establish her superior status ----Then I would never use them again. It's like a Dentist getting an emergency in the middle of an extraction and the receptionist saying come back in 4 days He will finish up then. What company does that??Cody didn't have the Part to Finish the appointment on Saturday...so we should have a automaticity been First on the schedule Monday Morning --That's Common sense and Good,  Normal -Business practice. Liz needs some serious customer service training, I don't care how ""swamped"" you are you don't hang up on a customer --She had to call me back an hour later via America Home Shield And was again curt saying he will be there 8 am Thursday and that's the soonest we can be in your area--Why I asked when the job was unfinished? Again she muttered ""they don't schedule sand again hung up without a good-bye -he will see you Thursday --nothing just one second there then ...she's gone ... click!",9/21/2019Updated review,0,4,0,0,,,,0
7,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Brittany J.,2,10,18,No,0,1,"Plumb genius is contracted through my home warranty company. A tech came out to check on the sound of running water in our home, which my husband was pretty sure was a leaking pip somewhere in our walls. Tech claimed that the running water was coming from our toilet. I told him it wasn't, my husband had already checked and had asked him to check for a leak elsewhere. He refused, stating that ""he knew"" it was the toilet. He fiddled with it some & claims to have stopped the sound we were hearing. He also checked out hot water heater (we had no hot water), and said ""someone just turned it down"". I informed him that wasnt the case, as no one had touched it and we had hot water days before. He told me I was wrong & left. Sound continued, and despite him ""turning up the hot water"", it was still out. Also, where he had fiddled with our toilet, was now broken. A piece of the inside of the toilet broke off & would not work. When we brought this up with the company they claimed he had not done anything to the toilet and they refused to fix. Meanwhile, Warranty company sent him out again and had him do a leak locate, where he found a leak (surprise, surprise). They quoted us a super inflated price, so we went with another company that charged us half of that. Additionally, when the new company came in, they did a 2nd leak locate & found that the plumb genius guy had ""located the leak"" in a place where there was no leak. Months after this, we had an issue with our tenant's water heater. Warranty company assigned us to Plumb Genius again. When they called I informed them we would be asking for another company due to our previous experience with them, and not to worry about our issue, we would call the warranty company back. Out of spite they told the warranty company to cancel our request and that the water heater was no longer a problem, which was completely inaccurate. I won't ever do business with them again.",7/31/2020,0,0,0,0,,,,0
8,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Ryan S.,2,10,0,No,0,1,"They came out to a rental property of mine with a clogged drain, and informed my tenant they couldn't clear the line, offering to scope the line the following day to find the problem. The next day, they came out, supposedly took a video of the line, and claimed it was completely blocked and or broken, and would need to tear out a bathroom vanity and part of the slab to repair the line. When I requested the camera footage, they told me they didn't save it because I didn't ask to see it when they made the appointment, and that it was an additional charge to view the footage myself. Total bill? Well over 300.00. For no solution. Called Mr. Rooter the same day, clog was cleared in 22 minutes after arrival. Vanity and bathroom still in tact. Don't get screwed.",9/18/2018,0,5,0,0,,,,0
9,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Lesli C.,0,3,0,No,0,5,I was worried after reading reviews that this was going to be a bad experience. I even went as far as to call my home warranty and try to get another plumber. The home warranty company assured me they would not do business with anyone if they had continual issues with them. So I kept my appointment. They called to let me know they were on their way and showed up on time. They came in and fixed the issues we had in a very timely manner. They explained what the issues were. We had no issues with them and I would recommend.,3/2/2020,0,0,0,0,,,,0
0,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Alea P.,103,23,1,No,0,5,"Jonathan was here within the time frame given, quickly solved our problem, and was very courteous and informative to boot! Called out to fix a clogged kitchen sink with American Home Warranty in Tulsa. Thank you!!!",9/17/2019,0,0,0,0,,,,0
1,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Ashley H.,187,49,33,Yes,'2021,1,"Over priced and dishonest company. Disappointed in my experience with them from the ""office"" that schedules to the tech who came to my house. Fees on top of fees on top of fees. I was quoted a price for 5 different items and they only completed 3 of the items but still charged me the full quote AND informed me there would be additional charges for them to come back out and fix the other items. Oh and the tech told me I needed to order the necessary parts...thats why I hired a plumber in the first place. Really frustrating to feel swindled. Also, they charged my card and still have not sent a receipt or an invoice so I can't even see what services they documented as providing.",1/4/2020,2,3,0,0,,,,0
2,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Kasim P.,0,4,3,No,0,1,"I cannot express how disappointed I am with this company.  As a homeowner, I have frequently had to deal with companies being dishonest and presenting false information. Recently I requested a service appointment through America Home Shield.  On 17 Nov 20, they sent out a plumber from a company called Plumb Genius.  The technician's name was Jareed.  Upon arriving, the technician assessed and informed us that the leaks were missing parts, and it would be a $165 additional charge, and he was prepared to accept that payment over the phone.  I asked what the exact amount was for and he informed me it was to rebuild the plumbing and replace missing parts and labor.   I requested a statement work of work and a detailed invoice to ensure I could not be overcharged and support his quote.  Jareed informed me that his company charges a flat fee and would not provide a statement of work nor a detailed invoice. Also, he went on tell me that AHS only pays for the diagnosis. I immediately told him to cease any work, and that I would contact my home warranty provider to express my concerns.  When we called Jareed, he informed us that he spoke with the home warranty company and resolved it.  Shortly after, we received notice from AHS that the plumber filed a claim, and we would still have to come out of pocket $165.We informed the home warranty company.  They were no missing part, and no rebuild was done, and in fact, the plumber merely replaced some washers.  Even the home warranty company was unable to tell us what added up the $165.  So apparently, Jareed filed false information in the claim to American Home Shield. Sadly, we cannot have an honest contractor doing honest work.  I can tell you to avoid those five ratings on the Plumb Genius google reviews. This company is dishonest and only looking to cheat their customers.",11/19/2020,1,0,0,0,,,,0
3,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Daniella S.,165,12,4,No,0,1,"I placed a request through my home warranty company Saturday. I then called first thing Sunday morning to see how quick someone could come out to help me with my water heater. Their answer machine specIfically said if I had a home warranty they would call back the next business day. So because I have a home warranty I get pushed back. So Monday afternoon Danny comes and looks at my water heater and instantly says yes you need one and talked to me like I knew codes and what was required. I said I know absolutely nothing about any of it. He said well water heaters and bigger now so you need a wider opening. He also said it would look nice if I redId the closer it was in. So since he said they didn't do that stuff  I paid someone else to come out and do the 22"" widening. They come back the next day with a different service person Jerred, he then says they can't install because I didn't do what DannY said. I was extremely upset, he apologized and explained why. So he said for another 250$ I could have a skinny  tank put it. I was desperate... I haven't had hot water since Saturday and have a child.. it would  also cost me more to have someone come out to make more adjustments to the closet. So 900$ later and a 6 hour install later (with a warranty) I have water. I also paid over 100$ for an inspection that I was told would be set up the next day. I never got a call... it's been over 2 days. It really sucks this is the only company I have to chose since I have the warranty. I had a friend who just had one places and needed code upgrades as well and it cost him the same without  a warranty. Guess I'll be  canceling my warranty It's now 5/19/2020 I am still waiting on my permit. The company told me they were on hold because the city quit going into homes. I called the city and spoke to Ashley and she stated they never stopped doing inspections. I am now filling a complaint with the BBB. This is beyond ridiculous!",5/19/2020Updated review,1,0,0,0,,,,0
4,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Tom A.,0,5,0,No,0,1,Had them come out to replace jacuzzi pump upstairs . They had replaced the pump a few yrs prior and it took them two trips for to a leak created when they replaced pump. Well guess what it leaked again after they replaced it into my ceiling ! Also it took them three trips to fix leak this time. Each time it leaked into my ceiling . Also they charged me for some modification to fix leak and stillCouldn't get it done right ???   Definitely would t use them !,10/6/2020,0,0,0,0,,,,0
5,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Betsy B.,0,4,1,No,0,1,"This company was assigned to me by American Home Shield. They wouldn't call me, so I managed to contact them after several tries. I left several messages before finally reaching them. I had 3 clogs, 2 in the bathroom. They unclogged the worst one nicely, but that was all I ever got out of Plumb Genius. I stupidly hired them to give me an estimate on the underground pipes with a camera. My plan was to use the pictures to get an additional estimate. I was told beforehand that I would get the pictures because I will have paid for them. When the technician came out he did something in my back yard. I don't know what. He said I would have to pay to get the pictures he took off his thumb drive. I asked if he could just email them. He said he guessed so. I waited a few days and nothing. I called to ask when I could get the estimate and was told they were waiting for something from the city. I was finally given three pictures. One of my bathroom sink (?!?) and two of the outside of my house. Nothing underground. I never got an estimate and they wouldn't give me back my $275. It was more than just a ripoff. I had to pick at least one star to post the review. They did not earn it.",9/12/2020,0,0,0,0,,,,0
6,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Lesli V.,86,16,42,No,0,1,"I Give Cody my Technician 10 stars --He was amazing- fast -Courteous- worked clean -explained everything clearly etc. --the reason for the 2 stars is the woman answering the phone, Monday the 16th, around 10 am (Liz I believe)I had contacted plumb genius via America home shield re my water heater not lighting. Cody arrived as scheduled Sat the 14th --Got right to work, discovered the issue --But was very apologetic as the store with the needed replacement part did not open until Monday. But he cleaned out the water heater base, cleaned up the broken part and said hopefully it would hold until Monday when he would return and replace it. He also showed me how to relight it In case it went out again.  It did after relighting it once Sunday it wouldn't any more.  By this time we had been almost 2 weeks with No hot water as it is not easy getting the appointment with America home shield ( another review)SO Monday comes about 10 am I call to see when Cody will return and I was VERY RUDELY Told The technicians DO NOT make the schedule and he had no right Telling me when he was coming back - she said besides the ticket is closed -- I tried to explain that we were going on 2 weeks with no hot water and he Did Not have the correct part on Saturday ... She was very Curt and stressed again with a Lot of indignation that he had no Right telling me he would come back SHE does the scheduling!!! And her words"" I am much too swamped to discuss this until Thursday or Friday"" AND SHE HUNG UP ON ME!!I contacted America Home Shield to request another plumber but was informed I had no choice but to wait on Plumb Genius. Cody came back today and replaced the part - he once again was great I'd 100 percent Recommended Cody -- But not Plumb Genius at all... If a company ( phone answering Scheduler Liz ) is that anal regarding her authority over the Technicians VS the Customers need ( IE 2 weeks with No Hot water ) just to establish her superior status ----Then I would never use them again. It's like a Dentist getting an emergency in the middle of an extraction and the receptionist saying come back in 4 days He will finish up then. What company does that??Cody didn't have the Part to Finish the appointment on Saturday...so we should have a automaticity been First on the schedule Monday Morning --That's Common sense and Good,  Normal -Business practice. Liz needs some serious customer service training, I don't care how ""swamped"" you are you don't hang up on a customer --She had to call me back an hour later via America Home Shield And was again curt saying he will be there 8 am Thursday and that's the soonest we can be in your area--Why I asked when the job was unfinished? Again she muttered ""they don't schedule sand again hung up without a good-bye -he will see you Thursday --nothing just one second there then ...she's gone ... click!",9/21/2019Updated review,0,4,0,0,,,,0
7,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Brittany J.,2,10,18,No,0,1,"Plumb genius is contracted through my home warranty company. A tech came out to check on the sound of running water in our home, which my husband was pretty sure was a leaking pip somewhere in our walls. Tech claimed that the running water was coming from our toilet. I told him it wasn't, my husband had already checked and had asked him to check for a leak elsewhere. He refused, stating that ""he knew"" it was the toilet. He fiddled with it some & claims to have stopped the sound we were hearing. He also checked out hot water heater (we had no hot water), and said ""someone just turned it down"". I informed him that wasnt the case, as no one had touched it and we had hot water days before. He told me I was wrong & left. Sound continued, and despite him ""turning up the hot water"", it was still out. Also, where he had fiddled with our toilet, was now broken. A piece of the inside of the toilet broke off & would not work. When we brought this up with the company they claimed he had not done anything to the toilet and they refused to fix. Meanwhile, Warranty company sent him out again and had him do a leak locate, where he found a leak (surprise, surprise). They quoted us a super inflated price, so we went with another company that charged us half of that. Additionally, when the new company came in, they did a 2nd leak locate & found that the plumb genius guy had ""located the leak"" in a place where there was no leak. Months after this, we had an issue with our tenant's water heater. Warranty company assigned us to Plumb Genius again. When they called I informed them we would be asking for another company due to our previous experience with them, and not to worry about our issue, we would call the warranty company back. Out of spite they told the warranty company to cancel our request and that the water heater was no longer a problem, which was completely inaccurate. I won't ever do business with them again.",7/31/2020,0,0,0,0,,,,0
8,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Ryan S.,2,10,0,No,0,1,"They came out to a rental property of mine with a clogged drain, and informed my tenant they couldn't clear the line, offering to scope the line the following day to find the problem. The next day, they came out, supposedly took a video of the line, and claimed it was completely blocked and or broken, and would need to tear out a bathroom vanity and part of the slab to repair the line. When I requested the camera footage, they told me they didn't save it because I didn't ask to see it when they made the appointment, and that it was an additional charge to view the footage myself. Total bill? Well over 300.00. For no solution. Called Mr. Rooter the same day, clog was cleared in 22 minutes after arrival. Vanity and bathroom still in tact. Don't get screwed.",9/18/2018,0,5,0,0,,,,0
9,Plumb Genius,"25 S Fretz AveEdmond, OK 73003",24,2,,Open 24 hours,,Lesli C.,0,3,0,No,0,5,I was worried after reading reviews that this was going to be a bad experience. I even went as far as to call my home warranty and try to get another plumber. The home warranty company assured me they would not do business with anyone if they had continual issues with them. So I kept my appointment. They called to let me know they were on their way and showed up on time. They came in and fixed the issues we had in a very timely manner. They explained what the issues were. We had no issues with them and I would recommend.,3/2/2020,0,0,0,0,,,,0
0,Price Plumbing,"2600 Linda LnSte 4Edmond, OK 73013",3,2.5,,9:00 AM - 5:00 PM,,Joey H.,127,19,6,No,0,5,"One evening my hot water tank started to leak due to corrosion, I contacted Price Plumbing and they had someone arrive at my house in the morning to inspect what the issue was. The tank was 10 yrs old and needed to be replaced. They came back later in the day with a new tank and installed it along with a new pan and copper pipes. I would highly recommend Price Plumbing.",8/26/2016,First,0,0,0,,,,0
1,Price Plumbing,"2600 Linda LnSte 4Edmond, OK 73013",3,2.5,,9:00 AM - 5:00 PM,,Tally C.,23,131,53,Yes,'2021,1,"Oh yeah....Eek! Methinks not.  This is a horrific company.  I have had multiple issues and called multiple times, emailed several times, left multiple voice messages and even called the owner of the company leaving voice messages.  Never once have I heard back from them and never once have they come out to honor their ""warranty"" on my home's plumbing.  If you have any questions about whether this company is reputable, give them a call!  I guarantee you won't ever hear back from them.  If you do, good luck to you.  You should buy a lottery ticket.",7/1/2020,0,1,0,0,,,,0
2,Price Plumbing,"2600 Linda LnSte 4Edmond, OK 73013",3,2.5,,9:00 AM - 5:00 PM,,Jordan P.,1,1,0,No,0,1,"WHAT A JOKE OF A COMPANY. We have been calling since March, left messages, tried to get in contact multiple times and have not heard ANYTHING. I have no idea how this company is still in business. I tried calling the after hours number as well and it's not even someone who works for the company and they told me they have asked this company time and time again to remove their number and they haven't. If you find this, here is your warning to look somewhere else. ANYWHERE ELSE will be a much better option than this place. The worst company.",7/1/2020,0,0,0,0,,,,0
0,Fairway Plumbing,"17200 Crest VlyEdmond, OK 73012",1,1,,,,Paul B.,18,1,0,No,0,1,Let the buyer beware we were issued this plumbing company through our home warranty company to replace our water heater.the first time I had an issue with the water heater I find out that they installed a unit that was 5 years old already in about to be out of warranty so now I'm replacing my water heater again through my own choice of company this time.,5/17/2019,First,0,0,0,,,,0
0,My plumber,"Oklahoma City, OK 73160",1,5,,8:00 AM - 5:00 PM,,Hannah M.,237,756,2925,Yes,'2021,5,"Bob is a gem! My heat and air people suggested him so i thought I'll give him a try since we haven't had the best of luck with plumbers.He was on time, personable and gave me lots of knowledge on how to prevent any issues in the future which was super helpful. He charges by the hour which i believe is $95. Most plumbers that come do work want to be in and out and done. Bob was efficient yet personable he talked to me not only about my plumbing needs but was actually pleasant! I'm so happy to have found a reliable, honest plumber that actually is knowledgeable and knows what he is doing. Give bob a call- you won't be disappointed i promise!",3/21/2018,First,2,0,1,,,,0
0,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Stephanie R.,150,64,24,No,0,3,"When your AC dies in July, you need relief quickly. Enter Air Comfort Solutions to save the day. My husband called around 3 p.m. and was told we would be added to the waiting list. He was told that we would not be charged extra for an after hours visit, and someone would make it by our house that night.A technician knocked on our door at 10 p.m. He took a look at our furnace and invited us to come inspect the outside unit with him. My engineer husband loved this and learned a lot about AC functionality and maintenance. Luckily it was a quick fix, and our ACS technician had our house cooling off within a few minutes.When it came time to check out, we were presented with a larger bill than was quoted to my husband on the phone. He brought this up, and the lower quoted price factored in a coupon that the final bill did not factor in. Our tech allowed us to present the coupon (which can be found on the ACS website), and we paid the initial quoted cost. This could have been communicated better over the phone in the initial quote.I am happy that ACS was able to send someone out the same evening we requested service, but a seven hour wait without fully functioning AC was a long time. I understand service is slower for evening requests, but 10 pm is pretty late for us. I wish this late time would have been fully communicated to us, and we could have stayed with family overnight and scheduled a time to fix the issue the next day.",7/29/2018,0,4,3,0,,,,0
1,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Paul P.,94,1,0,No,0,1,"If you are looking for fast, dependable service, Air Comfort Solutions probably should NOT be your first call.Initial contact was prompt and courteous.  Great communication to get a service tech out immediately.  Tech inspected the unit, diagnosed the problem and had to call the shop for an inducer motor.He promptly collected payment and that's where things went south.The part that was supposed to be ordered that day wasn't ordered until 3 days later when I called and requested a service update and they discovered they failed to order the part.  I have not been contacted by ACS one time since the initial visit and have had to make multiple calls to determine the status of my repair.The lack of a sense of urgency on their part to take care of their customers is beyond my understanding.  Maybe they should spend more on getting enough help to service their customers and less on those television ads (which worked on me unfortunately)We now are 5 days into this debacle and still no parts, no status update calls from the company, and no idea when it might be resolved.Meanwhile my children and are bundled up working to prevent pipes from  freezing and bursting while one after the next freezes solid and soon we will have no running water.  Just praying the pipes aren't damaged and leaking when we finally get thawed back out.",2/17/2021,0,0,0,0,,,,0
2,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Ricky O.,105,21,18,No,0,1,"I ended up calling them on two separate occasions on the same day. The reason for that was because even though they say they have 24 hours service, no one has called me back within the last 12 hours. Based on the fact that my one star review is not much lower than their other reviews I feel like this should greatly be taken into consideration. Plumbing is pretty basic so I can't comment on what they can do as far as that is concerned because I've never worked with them. I tried on multiple occasions but they felt that it really wasn't necessary to come to my house. This business provides a poor and pathetic excuse for customer service. they are the epitome of why you should read reviews before contacting.",1/23/2021,0,2,0,0,,,,0
3,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Dennis S.,88,4,0,No,0,1,"I had them come out last year for an annual service and the tech told me my condenser motor was about to go out and he tried to sell me on a Sevice plan.  I said no.  I didn't tell him I was an AC and Heat Tech and just wanted the $59 tune up and didn't want to do it myself.  Nothing was wrong with the system.  They came back out today and serviced a perfectly operating system and the tech said everything looked great (same motor in place).  Basically, I got the impression it's hit or miss.  The techs work on commission and if they mess ya over they make more money, so your totally subject to the integrity of the tech.  Overall,  The odds of getting taken to the cleaners is high if you don't have a background in Heat and AC. I don't think there much different from most Heat and air services but do think you'll likely get taken to the cleaners by having  them visit.",6/5/2020,0,1,0,0,,,,0
4,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Pauline P.,0,8,0,No,0,1,"We have been with Air Comfort Solutions for over 10 years.  Always did the twice a year service.  This last year no one called about an appointment for our AC service so I called and made an appointment, at that time I was told they don't call to schedule appointments anymore.  We have to call.  I always paid my yearly fee within that month or sooner.  The servicemen doesn't bring that bill anymore they have hired someone else to do that for them.  I paid my yearly fee after getting an amount by calling. It is 29th of Dec so I called and was told I didn't sign up for fall and spring because my payment was late ( no billing by the way) because I was late I now have a spring and fall service.  When I requested my money to be returned he said he couldn't do that and gave me an e-mail address to request my money back. BUT if I get my money back my parts and service warranty that goes to 2022 will be void.  Now I am really upset.  When I came  on Yelp I noticed they had a 2 star rating.  CUSTOMER SERVICE is always the first to go I wouldn't recommend them to anyone. Need to quit paying for the city cam and train for customer service.  Apparently the owner doesn't care about the bad service.  I hope this helps someone else in making a decision.",12/29/2020,0,2,0,0,,,,0
5,Air Comfort Solutions,"908 Messenger LnMoore, OK 73160",50,2,,Open 24 hours,,Madison B.,0,9,4,No,0,1,"My heater went out in January. Needed service on a Saturday so I called Air Comfort Solutions, a company I had never used before. Not only did they NOT fix the unit, they condemned it and told me if I did not replace the unit, my dog would die - then I would die - then by the time the fire department got there, we'd all be dead and they don't want that guilt. Are you KIDDING me? The next company came out and fixed it. They just want to scare you into buying a fancy new unit. Absolutely unethical. Avoid at all costs.",1/13/2020,0,4,3,0,,,,0
